respid,batch,arm,Y,ipw,state
1122,6.0,2,1.0,17.181618419795548,Neighboring states
1123,6.0,5,1.0,12.113863853749884,Neighboring states
1124,6.0,7,1.0,7.439705456501056,Neighboring states
1125,6.0,4,1.0,8.747251892060158,Neighboring states
1126,6.0,9,0.0,100.0,Neighboring states
1127,6.0,10,1.0,11.163529820728016,Neighboring states
1128,6.0,5,1.0,12.113863853749884,Neighboring states
1129,6.0,9,1.0,100.0,Neighboring states
1130,6.0,3,1.0,3.028557763878925,Neighboring states
1131,6.0,1,1.0,60.851323001962506,Neighboring states
1132,6.0,6,0.0,10.426232549510692,Neighboring states
1133,6.0,8,1.0,20.830244625648632,Neighboring states
1134,6.0,8,1.0,20.830244625648632,Neighboring states
1135,6.0,4,1.0,8.747251892060158,Neighboring states
1136,6.0,10,1.0,11.163529820728016,Neighboring states
1137,6.0,3,1.0,3.028557763878925,Neighboring states
1138,6.0,4,1.0,8.747251892060158,Neighboring states
1139,6.0,4,1.0,8.747251892060158,Neighboring states
1140,6.0,7,1.0,7.439705456501056,Neighboring states
1141,6.0,4,1.0,8.747251892060158,Neighboring states
1142,6.0,8,1.0,20.830244625648632,Neighboring states
1143,6.0,5,1.0,12.113863853749884,Neighboring states
1144,6.0,3,0.0,3.028557763878925,Neighboring states
1145,6.0,3,0.0,3.028557763878925,Neighboring states
1146,6.0,3,1.0,3.028557763878925,Neighboring states
1147,6.0,10,1.0,11.163529820728016,Neighboring states
1148,6.0,6,1.0,10.426232549510692,Neighboring states
1149,6.0,7,1.0,7.439705456501056,Neighboring states
1150,6.0,6,1.0,10.426232549510692,Neighboring states
1151,6.0,3,1.0,3.028557763878925,Neighboring states
1152,6.0,3,1.0,3.028557763878925,Neighboring states
1153,6.0,8,0.0,20.830244625648632,Neighboring states
1154,6.0,4,1.0,8.747251892060158,Neighboring states
1155,6.0,3,1.0,3.028557763878925,Neighboring states
1156,6.0,3,1.0,3.028557763878925,Main state
1157,6.0,2,1.0,17.181618419795548,Neighboring states
1158,6.0,8,0.0,20.830244625648632,Neighboring states
1159,6.0,3,0.0,3.028557763878925,Neighboring states
1160,6.0,10,0.0,11.163529820728016,Main state
1161,6.0,2,1.0,17.181618419795548,Neighboring states
1162,6.0,3,0.0,3.028557763878925,Neighboring states
1163,6.0,3,1.0,3.028557763878925,Neighboring states
1164,6.0,7,1.0,7.439705456501056,Neighboring states
1165,6.0,9,0.0,100.0,Neighboring states
1166,6.0,3,0.0,3.028557763878925,Neighboring states
1167,6.0,4,0.0,8.747251892060158,Main state
1168,6.0,10,1.0,11.163529820728016,Neighboring states
1169,6.0,2,1.0,17.181618419795548,Neighboring states
1170,6.0,7,0.0,7.439705456501056,Neighboring states
1171,6.0,11,1.0,49.037465234225884,Neighboring states
1172,6.0,10,0.0,11.163529820728016,Neighboring states
1173,6.0,11,0.0,49.037465234225884,Main state
1174,6.0,7,1.0,7.439705456501056,Main state
1175,6.0,3,0.0,3.028557763878925,Neighboring states
1176,6.0,3,1.0,3.028557763878925,Neighboring states
1177,6.0,4,1.0,8.747251892060158,Neighboring states
1178,6.0,5,0.0,12.113863853749884,Neighboring states
1179,6.0,11,1.0,49.037465234225884,Neighboring states
1180,6.0,3,0.0,3.028557763878925,Neighboring states
1181,6.0,4,0.0,8.747251892060158,Neighboring states
1182,6.0,3,1.0,3.028557763878925,Neighboring states
1183,6.0,10,1.0,11.163529820728016,Neighboring states
1184,6.0,3,1.0,3.028557763878925,Neighboring states
1185,6.0,4,0.0,8.747251892060158,Neighboring states
1186,6.0,3,1.0,3.028557763878925,Neighboring states
1187,6.0,4,1.0,8.747251892060158,Main state
1188,6.0,8,0.0,20.830244625648632,Main state
1189,6.0,10,1.0,11.163529820728016,Main state
1190,6.0,2,1.0,17.181618419795548,Main state
1191,6.0,2,1.0,17.181618419795548,Main state
1192,6.0,7,1.0,7.439705456501056,Main state
1193,6.0,3,1.0,3.028557763878925,Main state
1194,6.0,3,1.0,3.028557763878925,Main state
1195,6.0,5,0.0,12.113863853749884,Main state
1196,6.0,3,0.0,3.028557763878925,Neighboring states
1197,6.0,7,1.0,7.439705456501056,Main state
1198,6.0,3,1.0,3.028557763878925,Main state
1199,6.0,4,0.0,8.747251892060158,Main state
1200,6.0,7,1.0,7.439705456501056,Neighboring states
1201,6.0,10,1.0,11.163529820728016,Neighboring states
1202,6.0,3,0.0,3.028557763878925,Neighboring states
1203,6.0,2,0.0,17.181618419795548,Main state
1204,6.0,5,1.0,12.113863853749884,Main state
1205,6.0,7,1.0,7.439705456501056,Neighboring states
1206,6.0,6,1.0,10.426232549510692,Main state
1207,6.0,2,1.0,17.181618419795548,Main state
1208,6.0,3,1.0,3.028557763878925,Main state
1209,6.0,6,1.0,10.426232549510692,Main state
1210,6.0,2,0.0,17.181618419795548,Main state
1211,6.0,4,1.0,8.747251892060158,Main state
1212,6.0,4,1.0,8.747251892060158,Main state
1213,6.0,3,1.0,3.028557763878925,Main state
1214,6.0,5,1.0,12.113863853749884,Neighboring states
1215,6.0,4,1.0,8.747251892060158,Main state
1216,6.0,4,0.0,8.747251892060158,Main state
1217,6.0,7,1.0,7.439705456501056,Neighboring states
1218,6.0,1,0.0,60.851323001962506,Main state
1219,6.0,3,1.0,3.028557763878925,Main state
1220,6.0,6,1.0,10.426232549510692,Main state
1221,6.0,3,1.0,3.028557763878925,Main state
1222,6.0,3,1.0,3.028557763878925,Neighboring states
1223,6.0,3,1.0,3.028557763878925,Main state
1224,6.0,4,0.0,8.747251892060158,Neighboring states
1225,6.0,2,1.0,17.181618419795548,Neighboring states
1226,6.0,10,1.0,11.163529820728016,Main state
1227,6.0,3,0.0,3.028557763878925,Neighboring states
1228,6.0,8,0.0,20.830244625648632,Main state
1229,6.0,6,1.0,10.426232549510692,Main state
1230,6.0,5,0.0,12.113863853749884,Neighboring states
1231,6.0,3,0.0,3.028557763878925,Main state
1232,6.0,4,0.0,8.747251892060158,Main state
1233,6.0,6,1.0,10.426232549510692,Neighboring states
1234,6.0,2,1.0,17.181618419795548,Main state
1235,6.0,2,1.0,17.181618419795548,Main state
1236,6.0,10,1.0,11.163529820728016,Main state
1237,6.0,3,1.0,3.028557763878925,Main state
1238,6.0,1,1.0,60.851323001962506,Main state
1239,6.0,7,1.0,7.439705456501056,Main state
1240,6.0,8,0.0,20.830244625648632,Main state
1241,6.0,3,1.0,3.028557763878925,Main state
1242,6.0,6,1.0,10.426232549510692,Main state
1243,6.0,3,1.0,3.028557763878925,Neighboring states
1244,6.0,7,1.0,7.439705456501056,Neighboring states
1245,6.0,6,1.0,10.426232549510692,Neighboring states
1246,6.0,3,0.0,3.028557763878925,Neighboring states
1247,6.0,7,1.0,7.439705456501056,Neighboring states
1248,6.0,3,1.0,3.028557763878925,Neighboring states
1249,6.0,5,1.0,12.113863853749884,Neighboring states
1250,6.0,3,1.0,3.028557763878925,Main state
1251,6.0,3,1.0,3.028557763878925,Neighboring states
1252,6.0,3,1.0,3.028557763878925,Neighboring states
1253,6.0,7,1.0,7.439705456501056,Neighboring states
1254,6.0,4,1.0,8.747251892060158,Neighboring states
1255,6.0,10,1.0,11.163529820728016,Neighboring states
1256,6.0,6,1.0,10.426232549510692,Neighboring states
1257,6.0,6,0.0,10.426232549510692,Neighboring states
1258,6.0,5,0.0,12.113863853749884,Neighboring states
1259,6.0,3,1.0,3.028557763878925,Neighboring states
1260,6.0,3,0.0,3.028557763878925,Neighboring states
1261,6.0,10,1.0,11.163529820728016,Neighboring states
1262,6.0,2,1.0,17.181618419795548,Neighboring states
1263,6.0,10,1.0,11.163529820728016,Main state
1264,6.0,6,1.0,10.426232549510692,Main state
1265,6.0,3,0.0,3.028557763878925,Main state
1266,6.0,7,1.0,7.439705456501056,Main state
1267,6.0,7,0.0,7.439705456501056,Main state
1268,6.0,8,1.0,20.830244625648632,Main state
1269,6.0,5,1.0,12.113863853749884,Main state
1270,6.0,3,0.0,3.028557763878925,Main state
1271,6.0,10,1.0,11.163529820728016,Main state
1272,6.0,7,0.0,7.439705456501056,Main state
1273,6.0,3,1.0,3.028557763878925,Main state
1274,6.0,5,1.0,12.113863853749884,Main state
1275,6.0,3,1.0,3.028557763878925,Neighboring states
1276,6.0,3,1.0,3.028557763878925,Neighboring states
1277,6.0,4,0.0,8.747251892060158,Neighboring states
1278,6.0,3,0.0,3.028557763878925,Neighboring states
1279,6.0,5,0.0,12.113863853749884,Neighboring states
1280,6.0,8,1.0,20.830244625648632,Main state
1281,6.0,3,1.0,3.028557763878925,Main state
1282,6.0,3,1.0,3.028557763878925,Main state
1283,6.0,6,0.0,10.426232549510692,Main state
1284,6.0,2,1.0,17.181618419795548,Neighboring states
1285,6.0,3,0.0,3.028557763878925,Main state
1286,6.0,3,0.0,3.028557763878925,Main state
1287,6.0,3,1.0,3.028557763878925,Main state
1288,6.0,7,0.0,7.439705456501056,Neighboring states
1289,6.0,6,0.0,10.426232549510692,Main state
1290,6.0,7,1.0,7.439705456501056,Main state
1291,6.0,7,0.0,7.439705456501056,Main state
1292,6.0,5,1.0,12.113863853749884,Main state
1293,6.0,10,1.0,11.163529820728016,Main state
1294,6.0,10,1.0,11.163529820728016,Main state
1295,6.0,3,1.0,3.028557763878925,Main state
1296,6.0,6,1.0,10.426232549510692,Main state
1297,6.0,5,0.0,12.113863853749884,Main state
1298,6.0,7,1.0,7.439705456501056,Main state
1299,6.0,8,1.0,20.830244625648632,Main state
1300,6.0,10,0.0,11.163529820728016,Main state
1301,6.0,4,1.0,8.747251892060158,Main state
1302,6.0,8,1.0,20.830244625648632,Main state
1303,6.0,10,0.0,11.163529820728016,Main state
1304,6.0,5,1.0,12.113863853749884,Main state
1305,6.0,5,1.0,12.113863853749884,Main state
1306,6.0,3,1.0,3.028557763878925,Main state
1307,6.0,3,1.0,3.028557763878925,Main state
1308,6.0,2,0.0,17.181618419795548,Main state
1309,6.0,4,1.0,8.747251892060158,Main state
1310,6.0,7,0.0,7.439705456501056,Main state
1311,6.0,2,0.0,17.181618419795548,Main state
1312,6.0,6,1.0,10.426232549510692,Main state
1313,6.0,4,1.0,8.747251892060158,Main state
1314,6.0,3,1.0,3.028557763878925,Main state
1315,6.0,5,0.0,12.113863853749884,Main state
1316,6.0,1,0.0,60.851323001962506,Main state
1317,6.0,1,0.0,60.851323001962506,Main state
1318,6.0,8,1.0,20.830244625648632,Main state
1319,6.0,3,0.0,3.028557763878925,Main state
1320,6.0,3,1.0,3.028557763878925,Main state
1321,6.0,7,0.0,7.439705456501056,Main state
1322,6.0,7,1.0,7.439705456501056,Neighboring states
1323,6.0,3,1.0,3.028557763878925,Main state
1324,6.0,8,1.0,20.830244625648632,Main state
1325,6.0,3,1.0,3.028557763878925,Main state
1326,6.0,10,0.0,11.163529820728016,Main state
1327,6.0,3,1.0,3.028557763878925,Main state
1328,6.0,11,0.0,49.037465234225884,Main state
1329,6.0,3,1.0,3.028557763878925,Main state
1330,6.0,3,1.0,3.028557763878925,Main state
1331,6.0,3,0.0,3.028557763878925,Main state
1332,6.0,10,1.0,11.163529820728016,Main state
1333,6.0,3,1.0,3.028557763878925,Main state
1334,6.0,2,0.0,17.181618419795548,Main state
1335,6.0,11,1.0,49.037465234225884,Main state
1336,6.0,5,1.0,12.113863853749884,Main state
1337,6.0,3,0.0,3.028557763878925,Main state
1338,6.0,10,1.0,11.163529820728016,Main state
1339,6.0,3,0.0,3.028557763878925,Main state
1340,6.0,2,1.0,17.181618419795548,Main state
1341,6.0,3,1.0,3.028557763878925,Main state
1342,7.0,4,1.0,9.74251982911557,Neighboring states
1343,7.0,2,1.0,15.63886778236798,Neighboring states
1344,7.0,5,0.0,15.065261785257336,Neighboring states
1345,7.0,8,0.0,17.75236921738812,Neighboring states
1346,7.0,3,0.0,5.991396655287671,Neighboring states
1347,7.0,11,1.0,35.00353715441283,Neighboring states
1348,7.0,6,1.0,6.226595449888514,Neighboring states
1349,7.0,10,1.0,6.198545806095657,Neighboring states
1350,7.0,1,0.0,62.516750685980426,Neighboring states
1351,7.0,9,0.0,100.0,Neighboring states
1352,7.0,7,1.0,5.977082461408549,Neighboring states
1353,7.0,6,1.0,6.226595449888514,Neighboring states
1354,7.0,1,1.0,62.516750685980426,Neighboring states
1355,7.0,6,0.0,6.226595449888514,Neighboring states
1356,7.0,3,1.0,5.991396655287671,Neighboring states
1357,7.0,10,1.0,6.198545806095657,Neighboring states
1358,7.0,8,1.0,17.75236921738812,Neighboring states
1359,7.0,10,1.0,6.198545806095657,Neighboring states
1360,7.0,4,1.0,9.74251982911557,Neighboring states
1361,7.0,3,1.0,5.991396655287671,Neighboring states
1362,7.0,6,1.0,6.226595449888514,Neighboring states
1363,7.0,6,0.0,6.226595449888514,Neighboring states
1364,7.0,6,1.0,6.226595449888514,Neighboring states
1365,7.0,6,1.0,6.226595449888514,Neighboring states
1366,7.0,3,0.0,5.991396655287671,Neighboring states
1367,7.0,8,0.0,17.75236921738812,Neighboring states
1368,7.0,5,1.0,15.065261785257336,Neighboring states
1369,7.0,7,1.0,5.977082461408549,Neighboring states
1370,7.0,7,1.0,5.977082461408549,Neighboring states
1371,7.0,4,1.0,9.74251982911557,Neighboring states
1372,7.0,7,1.0,5.977082461408549,Neighboring states
1373,7.0,2,0.0,15.63886778236798,Neighboring states
1374,7.0,6,0.0,6.226595449888514,Neighboring states
1375,7.0,6,0.0,6.226595449888514,Neighboring states
1376,7.0,3,1.0,5.991396655287671,Neighboring states
1377,7.0,6,1.0,6.226595449888514,Neighboring states
1378,7.0,3,0.0,5.991396655287671,Neighboring states
1379,7.0,10,1.0,6.198545806095657,Neighboring states
1380,7.0,1,1.0,62.516750685980426,Neighboring states
1381,7.0,2,1.0,15.63886778236798,Neighboring states
1382,7.0,7,0.0,5.977082461408549,Main state
1383,7.0,5,1.0,15.065261785257336,Neighboring states
1384,7.0,6,0.0,6.226595449888514,Neighboring states
1385,7.0,6,1.0,6.226595449888514,Neighboring states
1386,7.0,5,1.0,15.065261785257336,Main state
1387,7.0,6,0.0,6.226595449888514,Neighboring states
1388,7.0,4,1.0,9.74251982911557,Neighboring states
1389,7.0,3,1.0,5.991396655287671,Neighboring states
1390,7.0,10,1.0,6.198545806095657,Neighboring states
1391,7.0,9,0.0,100.0,Neighboring states
1392,7.0,10,1.0,6.198545806095657,Neighboring states
1393,7.0,6,0.0,6.226595449888514,Neighboring states
1394,7.0,2,1.0,15.63886778236798,Neighboring states
1395,7.0,8,1.0,17.75236921738812,Neighboring states
1396,7.0,7,1.0,5.977082461408549,Neighboring states
1397,7.0,3,1.0,5.991396655287671,Neighboring states
1398,7.0,3,0.0,5.991396655287671,Neighboring states
1399,7.0,8,1.0,17.75236921738812,Neighboring states
1400,7.0,6,0.0,6.226595449888514,Neighboring states
1401,7.0,3,1.0,5.991396655287671,Neighboring states
1402,7.0,2,0.0,15.63886778236798,Neighboring states
1403,7.0,7,0.0,5.977082461408549,Neighboring states
1404,7.0,6,1.0,6.226595449888514,Neighboring states
1405,7.0,7,0.0,5.977082461408549,Neighboring states
1406,7.0,7,1.0,5.977082461408549,Main state
1407,7.0,8,0.0,17.75236921738812,Neighboring states
1408,7.0,3,0.0,5.991396655287671,Neighboring states
1409,7.0,2,1.0,15.63886778236798,Neighboring states
1410,7.0,8,1.0,17.75236921738812,Main state
1411,7.0,2,1.0,15.63886778236798,Neighboring states
1412,7.0,6,0.0,6.226595449888514,Neighboring states
1413,7.0,7,1.0,5.977082461408549,Neighboring states
1414,7.0,4,1.0,9.74251982911557,Main state
1415,7.0,3,0.0,5.991396655287671,Main state
1416,7.0,5,1.0,15.065261785257336,Main state
1417,7.0,4,1.0,9.74251982911557,Main state
1418,7.0,7,1.0,5.977082461408549,Main state
1419,7.0,10,1.0,6.198545806095657,Main state
1420,7.0,6,1.0,6.226595449888514,Main state
1421,7.0,3,1.0,5.991396655287671,Main state
1422,7.0,5,0.0,15.065261785257336,Main state
1423,7.0,10,1.0,6.198545806095657,Neighboring states
1424,7.0,10,1.0,6.198545806095657,Main state
1425,7.0,3,1.0,5.991396655287671,Main state
1426,7.0,10,0.0,6.198545806095657,Main state
1427,7.0,7,1.0,5.977082461408549,Main state
1428,7.0,7,0.0,5.977082461408549,Main state
1429,7.0,6,1.0,6.226595449888514,Main state
1430,7.0,5,1.0,15.065261785257336,Main state
1431,7.0,10,0.0,6.198545806095657,Main state
1432,7.0,5,1.0,15.065261785257336,Main state
1433,7.0,3,1.0,5.991396655287671,Main state
1434,7.0,8,0.0,17.75236921738812,Main state
1435,7.0,11,0.0,35.00353715441283,Main state
1436,7.0,3,1.0,5.991396655287671,Main state
1437,7.0,8,0.0,17.75236921738812,Main state
1438,7.0,6,0.0,6.226595449888514,Main state
1439,7.0,10,0.0,6.198545806095657,Main state
1440,7.0,1,0.0,62.516750685980426,Main state
1441,7.0,7,0.0,5.977082461408549,Main state
1442,7.0,4,0.0,9.74251982911557,Neighboring states
1443,7.0,4,0.0,9.74251982911557,Main state
1444,7.0,9,0.0,100.0,Main state
1445,7.0,3,1.0,5.991396655287671,Main state
1446,7.0,7,1.0,5.977082461408549,Main state
1447,7.0,3,1.0,5.991396655287671,Main state
1448,7.0,10,1.0,6.198545806095657,Main state
1449,7.0,3,0.0,5.991396655287671,Neighboring states
1450,7.0,6,0.0,6.226595449888514,Neighboring states
1451,7.0,10,0.0,6.198545806095657,Neighboring states
1452,7.0,3,0.0,5.991396655287671,Neighboring states
1453,7.0,6,1.0,6.226595449888514,Neighboring states
1454,7.0,7,0.0,5.977082461408549,Neighboring states
1455,7.0,5,0.0,15.065261785257336,Neighboring states
1456,7.0,3,0.0,5.991396655287671,Neighboring states
1457,7.0,10,0.0,6.198545806095657,Neighboring states
1458,7.0,10,1.0,6.198545806095657,Neighboring states
1459,7.0,3,1.0,5.991396655287671,Neighboring states
1460,7.0,10,1.0,6.198545806095657,Main state
1461,7.0,6,1.0,6.226595449888514,Neighboring states
1462,7.0,6,1.0,6.226595449888514,Main state
1463,7.0,7,1.0,5.977082461408549,Neighboring states
1464,7.0,5,1.0,15.065261785257336,Neighboring states
1465,7.0,6,0.0,6.226595449888514,Neighboring states
1466,7.0,3,1.0,5.991396655287671,Neighboring states
1467,7.0,6,1.0,6.226595449888514,Neighboring states
1468,7.0,6,1.0,6.226595449888514,Main state
1469,7.0,10,0.0,6.198545806095657,Neighboring states
1470,7.0,10,1.0,6.198545806095657,Main state
1471,7.0,10,1.0,6.198545806095657,Neighboring states
1472,7.0,4,0.0,9.74251982911557,Main state
1473,7.0,5,1.0,15.065261785257336,Main state
1474,7.0,10,1.0,6.198545806095657,Main state
1475,7.0,3,1.0,5.991396655287671,Neighboring states
1476,7.0,7,1.0,5.977082461408549,Main state
1477,7.0,10,1.0,6.198545806095657,Main state
1478,7.0,10,0.0,6.198545806095657,Main state
1479,7.0,3,1.0,5.991396655287671,Main state
1480,7.0,2,0.0,15.63886778236798,Main state
1481,7.0,3,1.0,5.991396655287671,Main state
1482,7.0,7,1.0,5.977082461408549,Main state
1483,7.0,5,1.0,15.065261785257336,Main state
1484,7.0,10,1.0,6.198545806095657,Main state
1485,7.0,11,0.0,35.00353715441283,Main state
1486,7.0,10,1.0,6.198545806095657,Main state
1487,7.0,7,0.0,5.977082461408549,Main state
1488,7.0,2,1.0,15.63886778236798,Main state
1489,7.0,8,1.0,17.75236921738812,Main state
1490,7.0,10,0.0,6.198545806095657,Main state
1491,7.0,7,1.0,5.977082461408549,Main state
1492,7.0,6,0.0,6.226595449888514,Main state
1493,7.0,10,1.0,6.198545806095657,Main state
1494,7.0,3,1.0,5.991396655287671,Main state
1495,7.0,6,1.0,6.226595449888514,Main state
1496,7.0,7,1.0,5.977082461408549,Main state
1497,7.0,3,0.0,5.991396655287671,Main state
1498,7.0,7,1.0,5.977082461408549,Main state
1499,7.0,3,1.0,5.991396655287671,Main state
1500,7.0,11,1.0,35.00353715441283,Main state
1501,7.0,7,1.0,5.977082461408549,Main state
1502,7.0,6,1.0,6.226595449888514,Main state
1503,7.0,2,1.0,15.63886778236798,Main state
1504,7.0,7,0.0,5.977082461408549,Main state
1505,7.0,4,1.0,9.74251982911557,Main state
1506,7.0,3,0.0,5.991396655287671,Main state
1507,7.0,6,0.0,6.226595449888514,Main state
1508,7.0,7,0.0,5.977082461408549,Main state
1509,7.0,10,1.0,6.198545806095657,Main state
1510,7.0,7,1.0,5.977082461408549,Main state
1511,7.0,7,1.0,5.977082461408549,Main state
1512,7.0,7,1.0,5.977082461408549,Main state
1513,7.0,7,0.0,5.977082461408549,Main state
1514,7.0,7,0.0,5.977082461408549,Main state
1515,7.0,4,1.0,9.74251982911557,Main state
1516,7.0,4,0.0,9.74251982911557,Main state
1517,7.0,6,0.0,6.226595449888514,Main state
1518,7.0,2,0.0,15.63886778236798,Main state
1519,7.0,5,1.0,15.065261785257336,Main state
1520,7.0,2,1.0,15.63886778236798,Main state
1521,7.0,5,0.0,15.065261785257336,Main state
1522,7.0,7,1.0,5.977082461408549,Main state
1523,7.0,10,1.0,6.198545806095657,Main state
1524,7.0,6,1.0,6.226595449888514,Main state
1525,7.0,2,0.0,15.63886778236798,Main state
1526,7.0,4,1.0,9.74251982911557,Main state
1527,7.0,6,1.0,6.226595449888514,Main state
1528,7.0,2,1.0,15.63886778236798,Main state
1529,7.0,3,0.0,5.991396655287671,Main state
1530,7.0,3,1.0,5.991396655287671,Main state
1531,7.0,2,1.0,15.63886778236798,Main state
1532,7.0,5,1.0,15.065261785257336,Main state
1533,7.0,10,1.0,6.198545806095657,Main state
1534,7.0,7,0.0,5.977082461408549,Main state
1535,7.0,4,0.0,9.74251982911557,Main state
1536,7.0,6,1.0,6.226595449888514,Main state
1537,7.0,10,1.0,6.198545806095657,Main state
1538,7.0,2,1.0,15.63886778236798,Main state
1539,7.0,10,1.0,6.198545806095657,Main state
1540,7.0,3,1.0,5.991396655287671,Main state
1541,7.0,10,1.0,6.198545806095657,Main state
1542,7.0,6,1.0,6.226595449888514,Main state
1543,7.0,7,1.0,5.977082461408549,Main state
1544,7.0,3,0.0,5.991396655287671,Main state
1545,7.0,3,0.0,5.991396655287671,Main state
1546,7.0,8,1.0,17.75236921738812,Main state
1547,7.0,7,1.0,5.977082461408549,Main state
1548,8.0,10,1.0,3.3645596512393587,Neighboring states
1549,8.0,7,0.0,6.859248226394384,Neighboring states
1550,8.0,2,1.0,12.5026472441869,Neighboring states
1551,8.0,6,1.0,15.17718590194298,Neighboring states
1552,8.0,5,1.0,9.359218256969745,Neighboring states
1553,8.0,8,0.0,19.864676955758522,Neighboring states
1554,8.0,11,1.0,37.13584139206353,Neighboring states
1555,8.0,3,1.0,11.841154536732946,Neighboring states
1556,8.0,9,1.0,100.0,Neighboring states
1557,8.0,4,1.0,8.478579474570314,Neighboring states
1558,8.0,1,1.0,68.43001983074042,Neighboring states
1559,8.0,11,0.0,37.13584139206353,Neighboring states
1560,8.0,5,1.0,9.359218256969745,Neighboring states
1561,8.0,5,0.0,9.359218256969745,Neighboring states
1562,8.0,10,1.0,3.3645596512393587,Neighboring states
1563,8.0,11,1.0,37.13584139206353,Neighboring states
1564,8.0,10,1.0,3.3645596512393587,Neighboring states
1565,8.0,4,1.0,8.478579474570314,Neighboring states
1566,8.0,3,1.0,11.841154536732946,Neighboring states
1567,8.0,3,1.0,11.841154536732946,Neighboring states
1568,8.0,10,0.0,3.3645596512393587,Neighboring states
1569,8.0,10,1.0,3.3645596512393587,Neighboring states
1570,8.0,3,1.0,11.841154536732946,Neighboring states
1571,8.0,10,1.0,3.3645596512393587,Neighboring states
1572,8.0,6,1.0,15.17718590194298,Neighboring states
1573,8.0,6,1.0,15.17718590194298,Neighboring states
1574,8.0,2,1.0,12.5026472441869,Neighboring states
1575,8.0,2,1.0,12.5026472441869,Neighboring states
1576,8.0,1,1.0,68.43001983074042,Neighboring states
1577,8.0,4,1.0,8.478579474570314,Neighboring states
1578,8.0,4,1.0,8.478579474570314,Neighboring states
1579,8.0,7,1.0,6.859248226394384,Neighboring states
1580,8.0,2,1.0,12.5026472441869,Neighboring states
1581,8.0,10,1.0,3.3645596512393587,Neighboring states
1582,8.0,6,1.0,15.17718590194298,Neighboring states
1583,8.0,7,0.0,6.859248226394384,Neighboring states
1584,8.0,4,1.0,8.478579474570314,Neighboring states
1585,8.0,4,0.0,8.478579474570314,Neighboring states
1586,8.0,7,1.0,6.859248226394384,Neighboring states
1587,8.0,7,0.0,6.859248226394384,Neighboring states
1588,8.0,5,1.0,9.359218256969745,Neighboring states
1589,8.0,10,1.0,3.3645596512393587,Neighboring states
1590,8.0,5,1.0,9.359218256969745,Neighboring states
1591,8.0,11,1.0,37.13584139206353,Neighboring states
1592,8.0,10,1.0,3.3645596512393587,Neighboring states
1593,8.0,10,0.0,3.3645596512393587,Neighboring states
1594,8.0,9,1.0,100.0,Neighboring states
1595,8.0,10,1.0,3.3645596512393587,Neighboring states
1596,8.0,10,1.0,3.3645596512393587,Neighboring states
1597,8.0,5,0.0,9.359218256969745,Neighboring states
1598,8.0,6,0.0,15.17718590194298,Neighboring states
1599,8.0,10,1.0,3.3645596512393587,Neighboring states
1600,8.0,5,1.0,9.359218256969745,Neighboring states
1601,8.0,4,1.0,8.478579474570314,Neighboring states
1602,8.0,7,1.0,6.859248226394384,Neighboring states
1603,8.0,2,1.0,12.5026472441869,Neighboring states
1604,8.0,7,1.0,6.859248226394384,Neighboring states
1605,8.0,10,0.0,3.3645596512393587,Main state
1606,8.0,3,1.0,11.841154536732946,Neighboring states
1607,8.0,5,1.0,9.359218256969745,Neighboring states
1608,8.0,2,1.0,12.5026472441869,Main state
1609,8.0,7,1.0,6.859248226394384,Neighboring states
1610,8.0,6,0.0,15.17718590194298,Neighboring states
1611,8.0,8,1.0,19.864676955758522,Neighboring states
1612,8.0,10,1.0,3.3645596512393587,Neighboring states
1613,8.0,10,1.0,3.3645596512393587,Neighboring states
1614,8.0,8,1.0,19.864676955758522,Neighboring states
1615,8.0,10,1.0,3.3645596512393587,Neighboring states
1616,8.0,6,0.0,15.17718590194298,Neighboring states
1617,8.0,7,0.0,6.859248226394384,Neighboring states
1618,8.0,3,1.0,11.841154536732946,Neighboring states
1619,8.0,10,0.0,3.3645596512393587,Neighboring states
1620,8.0,1,1.0,68.43001983074042,Neighboring states
1621,8.0,5,1.0,9.359218256969745,Neighboring states
1622,8.0,8,0.0,19.864676955758522,Main state
1623,8.0,10,0.0,3.3645596512393587,Neighboring states
1624,8.0,10,0.0,3.3645596512393587,Neighboring states
1625,8.0,4,1.0,8.478579474570314,Neighboring states
1626,8.0,5,1.0,9.359218256969745,Neighboring states
1627,8.0,2,1.0,12.5026472441869,Neighboring states
1628,8.0,7,1.0,6.859248226394384,Main state
1629,8.0,3,1.0,11.841154536732946,Main state
1630,8.0,10,0.0,3.3645596512393587,Neighboring states
1631,8.0,9,1.0,100.0,Neighboring states
1632,8.0,10,0.0,3.3645596512393587,Neighboring states
1633,8.0,10,1.0,3.3645596512393587,Neighboring states
1634,8.0,10,1.0,3.3645596512393587,Neighboring states
1635,8.0,3,0.0,11.841154536732946,Neighboring states
1636,8.0,8,0.0,19.864676955758522,Main state
1637,8.0,8,1.0,19.864676955758522,Neighboring states
1638,8.0,3,0.0,11.841154536732946,Neighboring states
1639,8.0,7,1.0,6.859248226394384,Main state
1640,8.0,10,1.0,3.3645596512393587,Neighboring states
1641,8.0,10,1.0,3.3645596512393587,Neighboring states
1642,8.0,8,1.0,19.864676955758522,Neighboring states
1643,8.0,2,1.0,12.5026472441869,Neighboring states
1644,8.0,10,0.0,3.3645596512393587,Neighboring states
1645,8.0,6,1.0,15.17718590194298,Neighboring states
1646,8.0,7,1.0,6.859248226394384,Neighboring states
